 Testing Label Acc: [0.8410000205039978, 0.9449999928474426, 0.6499999761581421, 0.9049999713897705, 0.7879999876022339, 0.9459999799728394, 0.5339999794960022, 0.9100000262260437, 0.9599999785423279, 0.9549999833106995]
 Testing Label Acc: [0.8040000200271606, 0.9480000138282776, 0.6549999713897705, 0.8799999952316284, 0.7739999890327454, 0.9399999976158142, 0.6150000095367432, 0.9419999718666077, 0.9589999914169312, 0.9350000023841858]
 Testing Label Acc: [0.8709999918937683, 0.9330000281333923, 0.18199999630451202, 0.871999979019165, 0.9200000166893005, 0.9079999923706055, 0.460999995470047, 0.9390000104904175, 0.9620000123977661, 0.9549999833106995]
 Testing Label Acc: [0.7540000081062317, 0.949999988079071, 0.3179999887943268, 0.8880000114440918, 0.6840000152587891, 0.9179999828338623, 0.7200000286102295, 0.9300000071525574, 0.9660000205039978, 0.9549999833106995]
 Testing Label Acc: [0.8109999895095825, 0.9490000009536743, 0.33500000834465027, 0.9279999732971191, 0.8489999771118164, 0.9539999961853027, 0.5189999938011169, 0.9039999842643738, 0.9610000252723694, 0.9449999928474426]
 Testing Label Acc: [0.7990000247955322, 0.9240000247955322, 0.37599998712539673, 0.9229999780654907, 0.859000027179718, 0.9369999766349792, 0.5690000057220459, 0.9509999752044678, 0.9599999785423279, 0.9390000104904175]
 Testing Label Acc: [0.8489999771118164, 0.9459999799728394, 0.5299999713897705, 0.8920000195503235, 0.8460000157356262, 0.9419999718666077, 0.5540000200271606, 0.8799999952316284, 0.9549999833106995, 0.9700000286102295]
 Testing Label Acc: [0.8169999718666077, 0.9509999752044678, 0.8050000071525574, 0.8730000257492065, 0.7459999918937683, 0.9490000009536743, 0.5720000267028809, 0.9259999990463257, 0.9509999752044678, 0.9520000219345093]
 Testing Label Acc: [0.8109999895095825, 0.9210000038146973, 0.06599999964237213, 0.8859999775886536, 0.8619999885559082, 0.9100000262260437, 0.6309999823570251, 0.9589999914169312, 0.9649999737739563, 0.9409999847412109]
 Testing Label Acc: [0.8510000109672546, 0.9520000219345093, 0.7009999752044678, 0.8939999938011169, 0.7749999761581421, 0.9470000267028809, 0.5759999752044678, 0.9110000133514404, 0.9610000252723694, 0.9589999914169312]
 Testing Label Acc: [0.8389999866485596, 0.949999988079071, 0.6320000290870667, 0.8980000019073486, 0.8550000190734863, 0.9440000057220459, 0.5569999814033508, 0.9390000104904175, 0.9580000042915344, 0.9480000138282776]
 Testing Label Acc: [0.7730000019073486, 0.9399999976158142, 0.20000000298023224, 0.9039999842643738, 0.7179999947547913, 0.9330000281333923, 0.7229999899864197, 0.9359999895095825, 0.949999988079071, 0.9520000219345093]
 Testing Label Acc: [0.8429999947547913, 0.9559999704360962, 0.656000018119812, 0.8849999904632568, 0.7670000195503235, 0.9359999895095825, 0.6169999837875366, 0.9629999995231628, 0.9570000171661377, 0.9269999861717224]
 Testing Label Acc: [0.8029999732971191, 0.9490000009536743, 0.640999972820282, 0.878000020980835, 0.8379999995231628, 0.9390000104904175, 0.6330000162124634, 0.9390000104904175, 0.9649999737739563, 0.953000009059906]
 Testing Label Acc: [0.8059999942779541, 0.9549999833106995, 0.07199999690055847, 0.9070000052452087, 0.7940000295639038, 0.9290000200271606, 0.6539999842643738, 0.9449999928474426, 0.9589999914169312, 0.9490000009536743]
 Testing Label Acc: [0.8429999947547913, 0.9549999833106995, 0.6690000295639038, 0.8690000176429749, 0.8169999718666077, 0.9330000281333923, 0.5979999899864197, 0.9430000185966492, 0.9670000076293945, 0.9559999704360962]
 Testing Label Acc: [0.8529999852180481, 0.9440000057220459, 0.09799999743700027, 0.9100000262260437, 0.8550000190734863, 0.9300000071525574, 0.5350000262260437, 0.9509999752044678, 0.9679999947547913, 0.9409999847412109]
 Testing Label Acc: [0.824999988079071, 0.9509999752044678, 0.656000018119812, 0.9179999828338623, 0.8009999990463257, 0.9520000219345093, 0.5989999771118164, 0.9340000152587891, 0.9599999785423279, 0.9470000267028809]
 Testing Label Acc: [0.8230000138282776, 0.9330000281333923, 0.039000000804662704, 0.8840000033378601, 0.7730000019073486, 0.8840000033378601, 0.656000018119812, 0.9599999785423279, 0.9620000123977661, 0.9449999928474426]
 Testing Label Acc: [0.828000009059906, 0.9549999833106995, 0.7059999704360962, 0.9279999732971191, 0.7670000195503235, 0.9570000171661377, 0.5950000286102295, 0.8989999890327454, 0.9649999737739563, 0.9629999995231628]
 Testing Label Acc: [0.8679999709129333, 0.9480000138282776, 0.31299999356269836, 0.921999990940094, 0.8420000076293945, 0.9079999923706055, 0.5580000281333923, 0.9670000076293945, 0.9620000123977661, 0.9369999766349792]
 Testing Label Acc: [0.7919999957084656, 0.9610000252723694, 0.628000020980835, 0.8479999899864197, 0.9020000100135803, 0.9570000171661377, 0.5820000171661377, 0.8939999938011169, 0.9649999737739563, 0.9639999866485596]
 Testing Label Acc: [0.8519999980926514, 0.9480000138282776, 0.7229999899864197, 0.9049999713897705, 0.7950000166893005, 0.9459999799728394, 0.5709999799728394, 0.9409999847412109, 0.9649999737739563, 0.9520000219345093]
 Testing Label Acc: [0.8500000238418579, 0.9520000219345093, 0.5230000019073486, 0.8930000066757202, 0.8510000109672546, 0.9359999895095825, 0.6010000109672546, 0.9459999799728394, 0.9700000286102295, 0.9599999785423279]
 Testing Label Acc: [0.8629999756813049, 0.9399999976158142, 0.3840000033378601, 0.8930000066757202, 0.8629999756813049, 0.9350000023841858, 0.5929999947547913, 0.9330000281333923, 0.968999981880188, 0.9629999995231628]
